2001:470:1f09:d10::19,0.047619047619047616,0
alanochen.protonmail.com,0.041666666666666664,3
accounts.postlr.tk,0.05555555555555555,3
813.plus,0.125,2
f4dff1ccb8c0efca1d1064cc39b8cbd423069adb84ec1bc36e09eb5944e3b8a7,0.015625,1
54f03ebe259dd611db09d817820012f54066945c,0.025,17
minduagas.slapsys.gmail.com,0.037037037037037035,4
secure-neweayee-online.com,0.038461538461538464,3
60d28783fabbcf047714256f0e7ad590,0.03125,1
93.208.141.76,0.07692307692307693,1
fd267db74e424a0c3cb3242a47e6f26a4f4f8610,0.025,1
3ee5608fd097c0c8e420dbc0a004644071a3cfc6a76bfc16ad8904d097b9c3c2,0.015625,1
c8169f8dbe25d24aab986f0157d5dacf551b628e,0.025,1
krasindor.ru,0.08333333333333333,2
c751efee983da363352ffbb9d1ceb155,0.03125,1
2001:67c:6ec:203:192:42:116:210,0.03225806451612903,1
ns1.vps-dns.info,0.0625,3
apps-activity-suspended.com,0.037037037037037035,4
darwin.ortiz85.protonmail.com,0.034482758620689655,2
weiterlesen.protonmail.com,0.038461538461538464,2
hostmaster.no-ip.com,0.05,3
94.140.112.158,0.07142857142857142,7
94.16.104.159,0.07692307692307693,7
exvondus.com,0.08333333333333333,2
exodus-getstarted.com,0.047619047619047616,3
tor-exit.com,0.08333333333333333,2
3498881d108ac6af3d950ebf18dd39c44b6817b439f6b1b2ccb1abce14bb2ff4,0.015625,1
admins.siteground.com,0.047619047619047616,3
member.kelasemperan.com,0.043478260869565216,1
2001:41d0:403:1830:14::1,0.041666666666666664,0
micloren02.gmail.com,0.05,4
blancokennetha.gmail.com,0.041666666666666664,2
tylerdurdenfullz.protonmail.com,0.03225806451612903,3
www.ormembers.testwebserver.tk,0.03333333333333333,1
93.190.143.41,0.07692307692307693,25
safedepartament.com,0.05263157894736842,3
cpcalendars.nitrogen.web4africa.net,0.02857142857142857,4
2600:3c04::f03c:93ff:fec9:4b2,0.034482758620689655,0
bobby.virtualbookworm.com,0.04,4
www.sexcured.xyz,0.0625,3
dfc25a391cacd5fe3b651a2f67918cc9,0.03125,1
appxte.xyz,0.1,3
standardsucculent.com,0.047619047619047616,1
baide8.com,0.1,5
wangyouwc.top,0.07692307692307693,2
2001:1620:425a:6fde::10,0.043478260869565216,0
2001:4d88:1ffa:c8::4:158,0.041666666666666664,0
4ed10d0d64bb1515397e8666a63f484d640dbc5678fa62574e077b7aef1c3af2,0.015625,4
2602:fc05::11,0.07692307692307693,0
trippiinapetribe.xyz,0.05,3
smithabigail947.gmail.com,0.04,3
1706882fb41eee08efe02d3988bdb927b6480668d18f58728e0c3e634aacbe0f,0.015625,1
94.23.247.42,0.08333333333333333,31
2n14digital.gmail.com,0.047619047619047616,1
89.221.212.118,0.07142857142857142,7
rakoten-account.co.ip.sozocqr.ml,0.03125,4
hostmaster.metaforsecurity.ml,0.034482758620689655,2
91.229.76.124,0.07692307692307693,29
82.118.21.168,0.07692307692307693,1
82.66.10.17,0.09090909090909091,7
whois.no-ip.com,0.06666666666666667,6
guido44.ml,0.1,2
new-device-auth-secure.com,0.038461538461538464,2
874b086476735bf1cefca2f68fb01f48715a96ff1c96e064003038e2fa928b9b,0.015625,1
ae9766a9b2e214ede5e39b74b96e518f2f0b97c883453493ef833a75748dd94e,0.015625,1
nbillington.protonmail.com,0.038461538461538464,4
89.163.128.28,0.07692307692307693,25
nasrii1ayoub.gmail.com,0.045454545454545456,4
95.217.121.38,0.07692307692307693,7
706f2c10d81a3a7a7dba9bf97629f97b,0.03125,1
123448544chhh.protonmail.com,0.03571428571428571,1
95.223.169.176,0.07142857142857142,1
92f75640104a7940886346d70da722cf,0.03125,1
