url,class,protocol,Domain Name,Registrar,Updated Date,Creation Date,Registry Expiry Date,Registrant Organization,Country
http://www.maceseoeod.n9k5yv.icu/page1.php,phishing,http,N9K5YV.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-17,2023-01-17,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.n9uv92.icu/page1.php,phishing,http,N9UV92.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-17,2023-01-17,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.ncbhdjei.icu/page1.php,phishing,http,NCBHDJEI.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2021-10-30,2022-10-30,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.no2exp.icu/page1.php,phishing,http,NO2EXP.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-22,2023-01-22,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.no9sh7.icu/page1.php,phishing,http,NO9SH7.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-22,2023-01-22,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.nohk5h.icu/page1.php,phishing,http,NOHK5H.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-08,2023-01-08,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.nsuuieds.icu/page1.php,phishing,http,NSUUIEDS.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2021-10-29,2022-10-29,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.ny210y.icu/page1.php,phishing,http,NY210Y.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-17,2023-01-17,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.o8ix1j.icu/page1.php,phishing,http,O8IX1J.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-17,2023-01-17,hang zhou shi shang su du ke ji you xian gong si,CN
http://www.maceseoeod.of6jh4.icu/page1.php,phishing,http,OF6JH4.ICU,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2022-08-23,2022-01-13,2023-01-13,hang zhou shi shang su du ke ji you xian gong si,CN
